columna,n,media,std,ks_stat,pvalor
RI,214,1.5183654243700972,0.003036864643831904,0.17129180549617584,5.845331409381357e-06
Na,214,13.407850452672655,0.8166035337470272,0.09418228418721393,0.04201065156348649
Mg,214,2.684532703501042,1.442407838569115,0.312927297707989,4.051064039000211e-19
Al,214,1.4449065383349624,0.49926964578172023,0.1176552396440187,0.0048807808386202665
Si,214,72.6509344510943,0.7745457849900408,0.12053613189288598,0.0036258965530405795
K,214,0.49705607533698604,0.6521918493656814,0.3135829802379232,3.3688014508198333e-19
Ca,214,8.956962623328806,1.423153504965604,0.19452472706646284,1.4373457727756387e-07
Ba,214,0.17504673052544348,0.49721926778344155,0.46003004230905886,5.920521684659805e-42
Fe,214,0.057009345669055654,0.0974387001112428,0.3936499261562592,2.1214350436098515e-30
