s1_media,s1_std,s1_rms,s2_media,s2_std,s2_rms,s1_s2_corr,speedSet,load_value,label
-1.0334902,1.2613498,-1.0287728,-1.4793682,2.4050505,-1.4654759,2.3437972,0.47366473,-1.0,surface_fault
0.39955962,-0.577683,0.38972428,0.24292886,-0.7014584,0.24551393,0.37548608,-0.52633524,0.0,no_fault
0.82626367,-0.62214166,0.8165308,0.77164197,-0.69338685,0.781113,0.8177459,-0.52633524,0.0,eccentricity
-0.7985587,1.255809,-0.7939451,-0.7305008,1.8176411,-0.71777064,-0.3626087,0.47366473,0.0,missing_tooth
-0.61006904,-0.24481526,-0.61910576,-0.8207012,-0.26683745,-0.8308112,-0.18037464,0.0,-1.0,tooth_chipped_fault
-0.64361924,-0.65108746,-0.6537853,-0.73450065,-0.73103505,-0.7447283,1.0646255,-0.52633524,-1.0,tooth_chipped_fault
0.58148336,1.3027245,0.5870693,0.64038205,0.9165622,0.6583147,-0.6867502,0.47366473,0.0,no_fault
0.6253628,1.235816,0.6299982,0.62936205,0.87448317,0.6466551,-1.2450601,0.47366473,0.0,no_fault
0.7364228,-0.0017941712,0.7288309,0.8511489,0.06451519,0.864467,0.28374684,0.47366473,-1.0,no_fault
-1.1468722,4.356398,-1.0649741,-1.6341374,6.699057,-1.4791201,1.7068492,0.47366473,0.0,surface_fault
0.3921129,-0.64820164,0.3821957,0.21721563,-0.7713673,0.21938312,-0.58788794,-0.52633524,-1.0,no_fault
-0.5194275,2.5468159,-0.49055925,-0.84127176,2.020586,-0.82642853,-0.98292196,0.0,0.0,surface_fault
-0.8730257,-0.28921437,-0.8823659,-1.0111424,-0.37966043,-1.0241462,0.3799664,0.0,-1.0,no_fault
-1.2186968,4.251951,-1.1405002,-1.6896453,6.600758,-1.5398164,1.6408231,0.47366473,0.0,surface_fault
0.4185367,-0.5689159,0.40878603,0.19533896,-0.68124545,0.19730422,0.37136093,-0.52633524,0.0,no_fault
-0.15261735,-0.67110914,-0.16266544,0.1951757,-0.736507,0.19713885,1.541661,-0.52633524,-1.0,missing_tooth
-0.5882094,2.8147755,-0.5529504,-0.8087017,2.100833,-0.7920284,-1.1953259,0.0,0.0,surface_fault
-0.3092383,0.44056934,-0.31387782,-0.32561937,0.3017073,-0.3259737,0.69700426,0.0,0.0,tooth_chipped_fault
0.02482234,-0.30357715,0.015697896,-0.35198563,-0.36425456,-0.35632184,-0.86113787,0.0,-1.0,eccentricity
-0.90833753,-0.29608297,-0.91768616,-0.98257214,-0.37957266,-0.99520385,0.3274836,0.0,-1.0,no_fault
-0.2880993,0.40458146,-0.29305407,-0.30219173,0.22669505,-0.30281982,0.62478465,0.0,0.0,tooth_chipped_fault
-0.8176959,0.41481233,-0.8226979,-1.0182441,0.24711753,-1.0280328,-0.275529,0.0,0.0,no_fault
0.7549995,0.0015315778,0.747412,0.8771887,0.07694616,0.89101136,0.48921585,0.47366473,-1.0,no_fault
0.5616255,-0.69174826,0.551749,0.4385127,-0.78472316,0.4435624,-0.72468513,-0.52633524,-1.0,eccentricity
0.6493044,1.2704401,0.65442604,0.64944285,0.90951735,0.6674109,-0.86672455,0.47366473,0.0,no_fault
-0.3574417,-0.2653306,-0.3664978,-0.6288723,-0.46297702,-0.63714546,-1.1254108,-0.52633524,0.0,surface_fault
-0.792233,0.39334413,-0.79738903,-1.0573446,0.1905101,-1.0680559,-0.27297893,0.0,0.0,no_fault
-0.6536283,0.10477922,-0.66091347,-0.79915106,0.13502584,-0.8068304,-0.39550313,0.47366473,-1.0,tooth_chipped_fault
-0.12235011,-0.65427685,-0.13239093,0.20366515,-0.7154426,0.20565617,-0.28268555,-0.52633524,-1.0,missing_tooth
0.2447803,0.2653826,0.23883227,0.3293743,0.09847369,0.33614486,0.00826849,0.0,0.0,root_crack
-0.7517966,0.07928636,-0.7591855,-0.6710746,0.14651935,-0.6770032,0.10369871,0.47366473,-1.0,missing_tooth
0.70815736,-0.0015315128,0.70055866,0.84829193,0.057775594,0.8615728,0.29536226,0.47366473,-1.0,no_fault
0.5094185,-0.6827435,0.49952945,0.43361497,-0.78199315,0.43860084,-0.55056995,-0.52633524,-1.0,eccentricity
0.39747772,-0.18828174,0.38884327,0.47704175,-0.25844717,0.4839163,-0.044621583,0.0,-1.0,root_crack
0.31916726,0.7927374,0.31820276,0.11852577,0.91096705,0.1295791,-1.1834477,0.47366473,0.0,eccentricity
0.24429987,-0.037615746,0.23642953,0.05640586,0.024166876,0.059207805,-0.93446034,0.47366473,-1.0,eccentricity
-0.063897505,-0.55432826,-0.07376409,0.046610344,-0.6432981,0.046721242,1.5411063,-0.52633524,0.0,tooth_chipped_fault
0.098889,-0.6990492,0.08890135,0.041549325,-0.7864976,0.041428927,-0.43983987,-0.52633524,-1.0,root_crack
-0.38530678,0.42319572,-0.39004466,-0.217134,0.33362162,-0.21582733,0.33243945,0.0,0.0,missing_tooth
-0.9045741,-0.27910364,-0.9138418,-0.9886943,-0.35987398,-1.0013231,0.08670366,0.0,-1.0,no_fault
-0.83162844,0.4162538,-0.83663374,-1.0240399,0.19477656,-1.0342346,-0.41867444,0.0,0.0,no_fault
-0.3064358,-0.3768797,-0.3158801,-0.4946737,-0.44505513,-0.50119907,-2.2267873,-0.52633524,-1.0,surface_fault
0.23925624653334712,-0.03451977988613043,0.23140282970810505,0.046498821197793166,0.025610958019181444,0.04918024758597774,-0.9249371275005406,0.4639145810671922,-0.9794155057041976,eccentricity
0.816729751992942,-0.6239651783248552,0.8069921825136526,0.7614706875967625,-0.6960530266663787,0.7708067584692853,0.7765730737844138,-0.52633524,-0.030090147838005676,eccentricity
0.26556768680181025,0.6788067199938919,0.26358381678199805,0.027474030319423914,0.7741319525718935,0.03616376102350921,-1.0642092820684965,0.3942987186952187,0.0,eccentricity
0.017884679598438286,-0.00016632377152318856,0.010209519032216029,-0.40785904044901017,-0.043372807172160806,-0.4114248787162091,-0.677611063291384,0.0,-0.21233911067827616,eccentricity
0.5521329639370189,-0.6901109698082922,0.5422541820336805,0.43762217040336077,-0.7842267760212749,0.44266026451570395,-0.6930266431062416,-0.52633524,-1.0,eccentricity
0.199362001889469,-0.01003118941689871,0.19164244463530855,-0.03186425096348447,0.03703341287528955,-0.03013610727288711,-0.8496100592209563,0.38679248235949093,-0.8165954901465662,eccentricity
0.017051083868615785,-0.17690156277667918,0.008558318614847885,-0.37416336525811306,-0.22473657911973466,-0.3781091320604558,-0.7426910010251085,0.0,-0.6957577570404623,eccentricity
0.39510683473574815,-0.3484880161387351,0.38628308009863155,0.23799967813932957,-0.36025291112576757,0.24186985424634605,-0.8347660206445033,-0.0015788241104550682,-1.0,eccentricity
0.006507977485566135,0.09932795830282398,-0.0006422782980893046,-0.42403438787507786,0.07220963654035666,-0.42721913205036893,-0.5393398638114483,0.0,0.0,eccentricity
0.004153088738050961,0.10371257220266154,-0.0029639226153757693,-0.4243100671668552,0.07941283282591959,-0.4274518535987749,-0.5173438162433818,0.0,0.0,eccentricity
0.7235451303685332,-0.6491592602982172,0.7137565107998022,0.6423388081662531,-0.7288387743332394,0.650093711725276,0.21905576061512122,-0.52633524,-0.38814710527762053,eccentricity
0.21368410201392568,-0.0747157290283974,0.2056388222053065,-0.0005622455975397289,-0.030015529667649987,0.0012439706035775877,-0.9242323055871565,0.407591408157593,-1.0,eccentricity
0.2661719773382991,0.20496748199828269,0.26031914153793956,0.07455385927398939,0.2832408011542003,0.07976640224474316,-1.0072006647769118,0.47366473,-0.7078553514647818,eccentricity
0.6585788277670693,-0.6662470577185934,0.6487549483186217,0.5605585534122819,-0.7512610211087559,0.5672280600208917,-0.15959725469581254,-0.52633524,-0.6336381567063083,eccentricity
0.02164292763594447,-0.12953730970376698,0.013301872314015695,-0.3983843017608286,-0.18347638956434398,-0.402560166631476,-0.8033887549527208,0.0,-0.45606998421703593,eccentricity
-0.1109540500581131,-0.5957460766862397,-0.12087870367099988,0.17152864587213223,-0.6886762245130241,0.17321820397213558,1.0219952098353553,-0.52633524,-0.2919274222039545,missing_tooth
-0.7977032619367516,1.2316291257119583,-0.7933384008489232,-0.7285012448670495,1.7835338634268432,-0.7161450549022381,-0.35267628105152327,0.47366473,-0.020584494295802447,missing_tooth
-0.14144685813266622,-0.6321479122534714,-0.15141032779683095,0.17847888232109022,-0.6890792547846084,0.18024638006508742,-0.27057136769360535,-0.4962450930646988,-1.0,missing_tooth
-0.46871112761585815,0.40172957060151043,-0.4736317852393264,-0.307464944784469,0.40005032827730663,-0.3067304158302838,0.0804302649799202,0.07936601130478127,-0.16755735919957826,missing_tooth
-0.3957652727714461,0.317064880032689,-0.401154654805349,-0.18645413454855436,0.30876755792560695,-0.18466864837099478,0.04328559202808028,0.0,-0.21233911067827616,missing_tooth
-0.2975972784370016,-0.31348284540529137,-0.30676280660516947,0.02961804388322252,-0.30938073578357006,0.03056007840097862,-0.11450284024789573,-0.09570088775294143,-1.0,missing_tooth
-0.1193983097842541,-0.6391162462319994,-0.12940904044036755,0.19534117309028812,-0.7085095904036931,0.19725410862021803,0.05525203263822054,-0.52633524,-0.8165954901465662,missing_tooth
-0.7646894023425643,0.9311955905998712,-0.7632455748320948,-0.709182205937148,1.3005683055062907,-0.7023167650346164,-0.3961494684085334,0.47366473,-0.3042422429595377,missing_tooth
-0.5544499355767768,-0.07138189064301301,-0.562590723178727,-0.3564568255176942,-0.027258213209355925,-0.35923098872875614,0.01776235927825219,0.2485586135048474,-1.0,missing_tooth
-0.7547531557614734,0.08034189704415996,-0.7621882386314578,-0.6496517129045445,0.15457634078644011,-0.6553012842977015,0.11290804235219319,0.47366473,-1.0,missing_tooth
-0.7554855396940112,0.0806033696608496,-0.7629320627649131,-0.6443449371955468,0.15657218022687527,-0.6499253889492119,0.11518933436502717,0.47366473,-1.0,missing_tooth
-0.3663792094914816,0.16665256510031212,-0.37276016664724543,-0.1363710110822394,0.1190685449928135,-0.13529635756700753,0.17346734038424766,0.0,-0.38814710527762053,missing_tooth
-0.15222868501611625,-0.5961735475492898,-0.16212027308905208,0.17399117830146443,-0.6462115249453634,0.175803352664747,-0.2540114221692364,-0.45291470537518097,-1.0,missing_tooth
-0.20689105985821327,-0.3268092637049118,-0.21529090921028393,0.07572294283244346,-0.3746486661180817,0.07773870456272791,-0.17797148630006254,-0.37256921629850026,-0.7078553514647818,missing_tooth
0.19210894055911445,-0.3275207692941364,0.1834261501647959,0.07546117510074257,-0.4751639378659313,0.0766997722237599,-0.003440892057561649,-0.37268355017170024,0.0,root_crack
0.22826173235578245,0.2028631769438943,0.22199526329203415,0.36195079260378316,0.04364724040502864,0.36883970496571633,0.21158024823576266,-0.010834344745459811,0.0,root_crack
0.22809673028509223,0.1953835036709961,0.22179596209415517,0.3573788584253372,0.03623057635604787,0.3641790116463388,0.20357268271681925,-0.015837505183952216,0.0,root_crack
0.22070760953912555,-0.6145100698203594,0.2109639380446854,0.07252511754693014,-0.7002616646855484,0.07302983935169793,0.030521545756235703,-0.43814389713192375,-1.0,root_crack
0.287673491400096,0.05095513991900753,0.28033744523988063,0.40850198054302495,-0.07594423422948265,0.4153306020365686,0.018671689908710216,0.0,-0.21233911067827616,root_crack
0.432868021946158,0.9131132827063975,0.4335835775919881,0.5389521255399929,0.9508252929919648,0.55643578760188,-0.32785087972659677,0.38754065600058984,0.0,root_crack
0.23113739789575813,0.11180914546189397,0.2244810119935316,0.26360588348759584,-0.0501095644168118,0.2689435579730368,0.005235533288643962,-0.09653225671078945,0.0,root_crack
0.3267865324943741,0.08643055519382697,0.3196880044249096,0.5454763810336648,0.01314551547886647,0.5546012043864729,0.596773018028473,0.3295559101339761,-0.6957577570404623,root_crack
0.36100761217600136,0.5629436083872872,0.3583854877279242,0.4829360631517479,0.5278598141855428,0.4959533857853955,-0.17255623935456701,0.22510611649515258,0.0,root_crack
0.16198877548032084,-0.5728212966929264,0.15217646829708378,-0.012792426402387636,-0.7098431352158321,-0.013584857212100294,0.11619610428791,-0.52633524,0.0,root_crack
0.1647267560923052,-0.5725425666809043,0.15491510605222047,-0.01814515485151367,-0.7104369421512783,-0.01901893604344066,0.07564894211558801,-0.52633524,0.0,root_crack
0.42743859321988475,0.2950940514623951,0.423008114058023,0.5191500245675295,0.28445130221881565,0.5310665705318464,-0.18354948382444577,0.1838515938216057,-0.6118528947223795,root_crack
0.24663444681603253,0.2444677930591113,0.2405416235836143,0.33783468634486274,0.08100648665856167,0.3446116184244173,0.012099817217160129,0.0,0.0,root_crack
0.21736414321632266,0.020177095075119028,0.2102864103105624,0.23572489847067957,-0.13697143458266198,0.24038191230212247,0.08761853486398441,-0.1537660237014997,0.0,root_crack
-0.4064427081912712,0.3886963900687335,-0.4060889792676523,-0.667057114869808,0.08142011959485335,-0.6700331657388369,-1.1402565101569828,-0.41457368321976296,0.0,surface_fault
-0.9105677036570904,0.9837611863342768,-0.9083546698429175,-1.3247268108727264,1.883571490226938,-1.3148647449103568,1.713008569165389,0.29183976824764835,-0.8181750327928994,surface_fault
-1.033491326438864,1.5997295081362792,-1.0224073909460063,-1.3204362075978153,2.332095537574625,-1.3059710634627206,1.797262943417434,0.38679248235949093,-0.8165954901465662,surface_fault
-0.5672830404689814,2.7332508702734595,-0.533968376583175,-0.8186108881077268,2.0764184727292263,-0.8024943727092997,-1.130703648880957,0.0,0.0,surface_fault
-0.7891852080872336,1.8722592963797906,-0.7729902719541191,-1.1761169708916344,2.222336219109273,-1.1617727475251665,0.7627953154441959,0.2485586135048474,-0.5247564316322378,surface_fault
-0.4885304415215018,1.4843390132158056,-0.472413128217129,-0.7310252864645995,0.9934080331162569,-0.7251274855943544,-1.1651264208271346,-0.22734788505380246,0.0,surface_fault
-1.062615997188292,1.2804208237542127,-1.0576257446068407,-1.4665546420437385,2.3989305526020503,-1.4526399465228572,2.380372900700784,0.47366473,-1.0,surface_fault
-1.0946815468158957,1.3014167420697371,-1.0893909018388304,-1.4524477739674257,2.392192900899725,-1.4385084224798217,2.4206402945304992,0.47366473,-1.0,surface_fault
-0.6503233378662296,2.5980821518708996,-0.6193247035607201,-0.9022555592949926,2.1432694735529125,-0.885970191721466,-0.7016399554581777,0.06607332184240701,-0.13949386065204183,surface_fault
-0.7182958028154808,2.3609504948479247,-0.6919593678131839,-1.0046333289268448,2.189708514615763,-0.9887724831944213,-0.16139002582762818,0.13837861606937898,-0.29214464853521815,surface_fault
-0.44241020167141876,1.378542134858253,-0.4297606543502256,-0.6788609066677032,0.6183888050711671,-0.6791919757845183,-1.9602372078071684,-0.1928291487168276,-1.0,surface_fault
-0.5575704086681068,2.6226469433558877,-0.5267968843270804,-0.7980542901484691,1.7051585851198878,-0.7875027719396159,-1.4738913028308398,0.0,-0.45606998421703593,surface_fault
-0.5197715278083868,2.513881162193951,-0.4916431983928012,-0.8292596461678094,1.8514492556380813,-0.8169068347272938,-1.1597649453150018,0.0,-0.2148240386069864,surface_fault
-0.6771203014585001,2.5045971151790027,-0.6479596582436679,-0.9426162166219095,2.161577258823761,-0.926498209410092,-0.4886558050989812,0.09457842811411828,-0.19967378215835974,surface_fault
-0.7050891207378644,0.5197410381310679,-0.7070624127003746,-1.066226581509579,1.0118615011019831,-1.0631014986342997,0.6585754276200086,-0.012100817013421583,-0.5142344384136116,surface_fault
-0.5160772437741226,-0.0552385495426968,-0.523922330633057,-0.6693340670345613,-0.12276177950112682,-0.6766760374906915,0.05467343599326624,0.0,-0.7080725777960455,tooth_chipped_fault
-0.6316859612527398,-0.6490957207995336,-0.6418458567113106,-0.7184218751996184,-0.7292290292531939,-0.7284367114172855,1.0744336163096593,-0.52633524,-0.9794155057041976,tooth_chipped_fault
-0.3055907844762659,0.20063506233062722,-0.3120998652579155,-0.3204602920799459,0.055950175714025496,-0.32240568031425065,0.8769269508486968,-0.015837505183952216,-0.030090147838005676,tooth_chipped_fault
-0.36694337893474277,0.38430523424749047,-0.3720261970621091,-0.40496308947371334,0.2737785947348699,-0.40654477880542383,0.5139466068255762,0.07936601130478127,-0.16755735919957826,tooth_chipped_fault
-0.06247244787570173,1.1653624140675194,-0.058153341022581816,0.04908698159125231,1.1436794951132905,0.06298413233538883,0.6858652638961203,0.3730871824721342,0.0,tooth_chipped_fault
-0.6179892010210656,-0.1812502551382166,-0.6267074454997539,-0.8167828465011916,-0.19376867047401242,-0.8264508918264,-0.21949037063956306,0.08612407399941016,-1.0,tooth_chipped_fault
-0.3471500023523375,0.2854791728679724,-0.3528534203913337,-0.3972887051997137,0.1361789637407602,-0.39965582025573815,0.47711480506361126,0.0,-0.18340450985343382,tooth_chipped_fault
-0.2257929774250349,-0.010510395033024561,-0.2332465945114765,-0.1991383118079133,-0.13963038357917906,-0.20027190040126092,1.0719626192169998,-0.16013341396624658,0.0,tooth_chipped_fault
-0.6025897967787963,-0.46194497238921406,-0.6121710722705941,-0.7926439271759399,-0.5146405139470189,-0.8029960130605448,0.5454987556700738,-0.2761978023846975,-1.0,tooth_chipped_fault
-0.6164645134066989,-0.655347968929531,-0.6265785338898567,-0.7530949754823817,-0.7355950091129537,-0.7635178546183747,1.1431634183905859,-0.52633524,-1.0,tooth_chipped_fault
-0.6097378736765956,-0.6564033619395608,-0.6198390031781291,-0.7577010733605727,-0.7367245804983055,-0.7681723137296694,1.1626184580261552,-0.52633524,-1.0,tooth_chipped_fault
-0.41307092256798805,0.15252000295521853,-0.41961008964437607,-0.5034496798395331,0.035131838764572765,-0.5077581457585361,0.3122644022991159,0.0,-0.38814710527762053,tooth_chipped_fault
-0.2910480607203235,0.4096015483178824,-0.29595885528075294,-0.3054597419495662,0.23715879834869613,-0.30604964411027413,0.6348588422136848,0.0,0.0,tooth_chipped_fault
-0.3948866412344298,0.31699583996512887,-0.4005222251233762,-0.4473757387991475,0.1999143808630489,-0.45006381375213145,0.326713035107122,0.13837861606937898,-0.29214464853521815,tooth_chipped_fault
